1.0000E+00	1.0131E+02	6.0769E+03
1.1659E+00	1.3430E+02	7.0836E+03
1.3594E+00	1.7576E+02	8.2544E+03
1.5849E+00	2.3583E+02	9.6207E+03
1.8478E+00	3.1580E+02	1.1207E+04
2.1544E+00	4.2258E+02	1.3072E+04
2.5119E+00	5.5940E+02	1.5228E+04
2.9286E+00	7.4419E+02	1.7728E+04
3.4145E+00	9.9294E+02	2.0650E+04
3.9811E+00	1.3412E+03	2.4018E+04
4.6416E+00	1.7777E+03	2.7949E+04
5.4117E+00	2.3638E+03	3.2499E+04
6.3096E+00	3.1576E+03	3.7793E+04
7.3564E+00	4.2249E+03	4.3913E+04
8.5770E+00	5.6687E+03	5.0981E+04
1.0000E+01	7.5511E+03	5.9048E+04
1.1659E+01	1.0034E+04	6.8345E+04
1.3594E+01	1.3344E+04	7.8988E+04
1.5849E+01	1.7723E+04	9.1052E+04
1.8479E+01	2.3427E+04	1.0460E+05
2.1544E+01	3.0949E+04	1.1961E+05
2.5119E+01	4.0405E+04	1.3538E+05
2.9286E+01	5.2104E+04	1.5180E+05
3.4145E+01	6.6657E+04	1.6896E+05
3.9811E+01	8.4003E+04	1.8551E+05
4.6416E+01	1.0400E+05	2.0129E+05
5.4117E+01	1.2609E+05	2.1511E+05
6.3096E+01	1.4473E+05	2.1973E+05
7.3564E+01	1.7146E+05	2.3070E+05
8.5770E+01	1.9862E+05	2.3794E+05
1.0000E+02	2.2887E+05	2.4397E+05
1.1659E+02	2.5935E+05	2.4728E+05
1.3594E+02	2.8731E+05	2.4669E+05
1.5849E+02	3.1561E+05	2.4313E+05
1.8479E+02	3.4024E+05	2.3744E+05
2.1544E+02	3.6191E+05	2.2969E+05
2.5119E+02	3.7835E+05	2.1848E+05
2.9286E+02	3.9404E+05	1.9956E+05
3.4145E+02	4.0065E+05	1.7325E+05
3.9811E+02	3.9369E+05	1.3808E+05
4.6416E+02	3.6500E+05	9.7390E+04


