5.9945e-1	1.4175e-1
8.8722e-1	2.9159e-1
1.3132e+0	6.7796e-1
1.9436e+0	1.1685e+0
4.0761e+0	4.9441e+0
9.0597e+0	8.2923e+0
1.3025e+1	1.2993e+1
2.4321e+1	2.0359e+1
4.0431e+1	2.9398e+1
6.7212e+1	3.8073e+1
1.4302e+2	5.7269e+1
2.4835e+2	8.1580e+1
4.1889e+2	1.0857e+2
8.1698e+2	1.7011e+2
1.5934e+3	2.4901e+2
3.2460e+3	4.0093e+2
5.8875e+3	5.4829e+2
1.2711e+4	8.7087e+2
2.1440e+4	1.2406e+3
4.3678e+4	1.9974e+3
8.0380e+4	3.2161e+3
1.3170e+5	6.8912e+3
2.0360e+5	1.2541e+4
2.9700e+5	2.4431e+4
5.0828e+5	5.6803e+4
7.6330e+5	1.0916e+5
1.2689e+6	2.3711e+5
2.3352e+6	5.0119e+5
4.1743e+6	8.7562e+5
6.2687e+6	1.1187e+6
