5.0125e-4	2.1092e+3
1.0822e-3	4.2800e+3
2.3028e-3	8.1137e+3
4.9719e-3	1.2541e+4
1.0734e-2	1.3795e+4
2.3176e-2	1.2713e+4
5.0769e-2	1.1402e+4
1.0803e-1	1.0226e+4
2.3324e-1	8.8040e+3
4.9632e-1	8.0040e+3
1.0872e+0	6.7981e+3
2.3135e+0	6.0145e+3
3.5767e+0	5.6958e+3
5.2174e+0	5.3940e+3
7.6108e+0	5.0392e+3
1.0942e+1	4.7077e+3
1.6672e+1	4.5813e+3
3.5477e+1	4.3981e+3
6.9193e+1	4.5813e+3
1.0093e+2	4.7723e+3
2.1168e+2	5.7739e+3
4.6371e+2	7.8959e+3
1.0012e+3	1.1877e+4
2.1932e+3	1.9385e+4
4.6668e+3	3.2074e+4
7.0083e+3	4.0422e+4
9.9305e+3	5.3067e+4
1.7244e+4	7.9823e+4
3.1276e+4	1.1371e+5
4.7654e+4	1.5132e+5
6.7525e+4	2.0414e+5
1.0439e+5	2.6438e+5
2.2868e+5	4.7463e+5
4.9373e+5	8.4059e+5
1.0506e+6	1.4487e+6
2.2356e+6	2.5311e+6
4.8267e+6	4.5441e+6
