1.038150e-02	2.063880e+03
1.299630e-02	2.972990e+03
1.596810e-02	4.191580e+03
2.036780e-02	5.909650e+03
2.502500e-02	8.331940e+03
3.132820e-02	1.226250e+04
3.849160e-02	1.804720e+04
4.909720e-02	2.713730e+04
6.380840e-02	3.909080e+04
8.138960e-02	5.753160e+04
9.814540e-02	8.111310e+04
1.205870e-01	1.095540e+05
1.596810e-01	1.417470e+05
1.999000e-01	1.756930e+05
2.365830e-01	2.086160e+05
3.074720e-01	2.477080e+05
3.921890e-01	2.878770e+05
5.193340e-01	3.345610e+05
6.749450e-01	3.645620e+05
8.937570e-01	3.972530e+05
1.161560e+00	4.236820e+05
1.567190e+00	4.422700e+05
1.999000e+00	4.819300e+05
2.647060e+00	5.139910e+05
3.571460e+00	5.139910e+05
4.729300e+00	5.600820e+05
7.006940e+00	5.973430e+05
9.632520e+00	6.650340e+05
1.324190e+01	6.794660e+05
1.720970e+01	7.403960e+05
2.321950e+01	7.896520e+05
3.074720e+01	8.242970e+05
3.638950e+01	8.791360e+05
4.555510e+01	8.604620e+05
5.810690e+01	8.791360e+05
8.138960e+01	8.791360e+05
