3.1678e+02 1.1354e+02
4.5661e+02 1.7546e+02
6.6746e+02 2.7995e+02
1.0035e+03 4.4663e+02
1.4263e+03 6.7573e+02
2.1144e+03 9.7975e+02
3.0477e+03 1.3615e+03
4.4551e+03 1.8719e+03
6.6981e+03 2.7430e+03
9.7913e+03 4.1499e+03
1.0213e+04 4.9714e+03
1.4313e+04 6.4133e+03
1.4721e+04 7.4418e+03
2.0630e+04 1.0906e+04
2.1219e+04 1.1873e+04
3.1456e+04 1.9766e+04
4.6634e+04 3.3611e+04
6.9134e+04 5.9638e+04
6.9134e+04 7.0691e+04
9.9649e+04 1.0470e+05
1.0106e+05 1.2411e+05
1.4567e+05 1.7064e+05
1.4363e+05 2.0882e+05
2.1901e+05 2.6369e+05
2.2211e+05 3.0926e+05
3.2468e+05 4.1186e+05
4.6798e+05 4.9320e+05
6.5583e+05 6.2952e+05
1.0285e+06 7.4581e+05
1.6590e+06 8.8356e+05
2.5296e+06 1.0693e+06
3.9671e+06 1.2402e+06
6.3989e+06 1.5008e+06
9.4864e+06 1.7042e+06
1.6648e+07 2.1064e+06
2.3997e+07 2.5494e+06
