1.8916e+01 1.2036e+03
2.7229e+01 1.7921e+03
3.9707e+01 2.5960e+03
6.0209e+01 3.7094e+03
8.6667e+01 5.2639e+03
1.2475e+02 7.1687e+03
1.8672e+02 9.4983e+03
2.7947e+02 1.2672e+04
4.1828e+02 1.5356e+04
6.5097e+02 1.8867e+04
9.4929e+02 2.1643e+04
1.3843e+03 2.4827e+04
2.0991e+03 2.9273e+04
3.0215e+03 3.4992e+04
4.4639e+03 4.4799e+04
6.5097e+03 5.7750e+04
9.2491e+03 7.3935e+04
1.4025e+04 9.7962e+04
2.2992e+04 1.3433e+05
2.9825e+04 1.7198e+05
4.8895e+04 2.3260e+05
7.4141e+04 2.7614e+05
1.0534e+05 3.2115e+05
1.5767e+05 3.7094e+05
2.9439e+05 4.2551e+05
4.9535e+05 4.7817e+05
1.0534e+06 5.9154e+05
1.5767e+06 6.7857e+05
2.4220e+06 8.1113e+05
