2.6182e-04 7.6931e+01
6.5811e-04 1.8985e+02
4.1745e-04 1.2791e+02
1.0450e-03 2.9936e+02
1.6546e-03 4.8161e+02
2.5840e-03 7.3468e+02
4.0216e-03 1.1492e+03
6.3959e-03 1.8256e+03
1.0411e-02 2.8405e+03
1.6346e-02 4.5227e+03
2.6626e-02 7.0843e+03
4.2511e-02 1.1056e+04
6.7143e-02 1.5485e+04
1.0270e-01 2.1478e+04
1.6396e-01 2.8262e+04
2.6212e-01 3.8406e+04
4.0199e-01 5.1499e+04
6.3965e-01 6.5554e+04
9.5439e-01 8.1433e+04
1.4355e+00 1.0170e+05
2.3456e+00 1.2712e+05
3.5982e+00 1.5791e+05
5.7291e+00 2.0787e+05
9.1222e+00 2.4723e+05
1.5004e+01 2.6940e+05
2.4049e+01 2.8125e+05
3.7145e+01 2.8151e+05
5.9306e+01 2.7089e+05
9.4428e+01 2.8268e+05
