1.076900e+00	1.594111e+00
1.144800e+00	1.799004e+00
1.584900e+00	3.423029e+00
1.706700e+00	3.880204e+00
1.814400e+00	4.394737e+00
2.511900e+00	7.624727e+00
2.705000e+00	8.579289e+00
2.875700e+00	9.478899e+00
3.172000e+00	1.102319e+01
3.981100e+00	1.554643e+01
4.287200e+00	1.724357e+01
4.557700e+00	1.884382e+01
5.027300e+00	2.147306e+01
6.309600e+00	2.890582e+01
6.794700e+00	3.158656e+01
7.223400e+00	3.406124e+01
7.967700e+00	3.788088e+01
1.000000e+01	4.792375e+01
1.076900e+01	5.141611e+01
1.144800e+01	5.442656e+01
1.159700e+01	5.495614e+01
1.262800e+01	5.962040e+01
1.584900e+01	7.403368e+01
1.706700e+01	7.921894e+01
1.814400e+01	8.373594e+01
1.838000e+01	8.473318e+01
2.001400e+01	9.110098e+01
2.511900e+01	1.108049e+02
2.705000e+01	1.177622e+02
2.875700e+01	1.238398e+02
2.913000e+01	1.250406e+02
3.172000e+01	1.345474e+02
3.981100e+01	1.642931e+02
4.287200e+01	1.745101e+02
4.557700e+01	1.833474e+02
4.616800e+01	1.851467e+02
5.027300e+01	1.992805e+02
5.655200e+01	2.220287e+02
6.309600e+01	2.468443e+02
6.794700e+01	2.645289e+02
7.223400e+01	2.803389e+02
7.317000e+01	2.835383e+02
7.967800e+01	3.093451e+02
8.962900e+01	3.494126e+02
1.000000e+02	3.935927e+02
1.076900e+02	4.251122e+02
1.144800e+02	4.517862e+02
1.159700e+02	4.577551e+02
1.262800e+02	5.025733e+02
1.420500e+02	5.765268e+02
1.706700e+02	7.265358e+02
1.814400e+02	7.848135e+02
1.838000e+02	7.991582e+02
2.001400e+02	8.951298e+02
2.251400e+02	1.052036e+03
2.705000e+02	1.362368e+03
2.875700e+02	1.486253e+03
2.913000e+02	1.513747e+03
3.172000e+02	1.712123e+03
3.568200e+02	2.036355e+03
4.287200e+02	2.680129e+03
4.616800e+02	3.006370e+03
5.027300e+02	3.441388e+03
5.495400e+02	3.978209e+03
5.655200e+02	4.163721e+03
6.794700e+02	5.666691e+03
7.317000e+02	6.414974e+03
7.967800e+02	7.401131e+03
8.709700e+02	8.609057e+03
8.962900e+02	9.024624e+03
1.076900e+03	1.236630e+04
1.159700e+03	1.398827e+04
1.262800e+03	1.614848e+04
1.380400e+03	1.869426e+04
1.420500e+03	1.956224e+04
1.838000e+03	2.941503e+04
2.001400e+03	3.364034e+04
2.187800e+03	3.834303e+04
2.251400e+03	3.989666e+04
2.913000e+03	5.660058e+04
3.172000e+03	6.322568e+04
3.467400e+03	6.997376e+04
3.568200e+03	7.235444e+04
4.616800e+03	9.375698e+04
5.495400e+03	1.091001e+05
5.655200e+03	1.120274e+05
7.317000e+03	1.358415e+05
8.709700e+03	1.516112e+05
8.962900e+03	1.546044e+05
1.159700e+04	1.773490e+05
1.380400e+04	1.918272e+05
1.420500e+04	1.949889e+05
2.187800e+04	2.306025e+05
2.251400e+04	2.329253e+05
3.467400e+04	2.695758e+05
3.568200e+04	2.718092e+05
5.495400e+04	3.105247e+05
5.655200e+04	3.131677e+05
8.709700e+04	3.558223e+05
