5.860000e-02 4.757357e+02
9.290000e-02 7.604750e+02
1.472000e-01 1.214994e+03
2.062000e-01 1.712374e+03
2.333000e-01 1.940997e+03
2.512000e-01 2.092970e+03
3.268000e-01 2.733456e+03
3.697000e-01 3.098195e+03
3.981000e-01 3.339713e+03
4.558000e-01 3.828994e+03
5.179000e-01 4.353882e+03
5.623000e-01 4.733429e+03
5.859000e-01 4.932964e+03
6.310000e-01 5.313395e+03
7.223000e-01 6.086519e+03
8.209000e-01 6.914683e+03
9.286000e-01 7.812602e+03
1.000000e+00 8.412801e+03
1.144800e+00 9.612208e+03
1.301000e+00 1.089376e+04
1.471800e+00 1.228335e+04
1.584900e+00 1.319561e+04
1.778300e+00 1.474174e+04
1.814400e+00 1.502474e+04
2.061900e+00 1.701072e+04
2.332600e+00 1.915148e+04
2.511900e+00 2.054576e+04
2.875700e+00 2.336268e+04
3.162300e+00 2.553120e+04
3.267900e+00 2.629367e+04
3.696900e+00 2.935571e+04
3.981100e+00 3.144489e+04
4.557700e+00 3.559505e+04
5.027300e+00 3.884619e+04
5.179400e+00 3.990493e+04
5.623400e+00 4.292423e+04
5.640800e+00 4.294785e+04
5.859200e+00 4.422521e+04
6.309600e+00 4.666580e+04
7.223400e+00 5.147501e+04
7.967700e+00 5.536740e+04
8.208700e+00 5.666382e+04
9.286100e+00 6.216737e+04
1.000000e+01 6.632517e+04
1.144800e+01 7.084190e+04
1.262800e+01 7.484749e+04
1.301000e+01 7.557743e+04
1.584900e+01 8.335442e+04
1.778300e+01 8.821440e+04
1.814400e+01 8.822377e+04
2.001400e+01 8.848727e+04
2.061900e+01 8.889505e+04
2.511900e+01 9.088806e+04
2.875700e+01 9.241849e+04
3.162300e+01 9.342681e+04
3.172000e+01 9.283544e+04
3.267900e+01 9.231761e+04
3.981100e+01 9.158003e+04
4.557700e+01 9.105049e+04
5.027300e+01 9.095031e+04
5.623400e+01 9.068281e+04
5.640800e+01 9.067602e+04
6.309600e+01 8.970876e+04
7.223400e+01 8.858603e+04
7.967800e+01 8.767677e+04
1.000000e+02 8.604234e+04
1.144800e+02 8.466462e+04
1.262800e+02 8.377831e+04
1.783700e+02 8.049770e+04
1.814400e+02 8.036082e+04
2.001400e+02 7.945985e+04
2.875700e+02 7.625807e+04
3.172000e+02 7.574002e+04
5.027300e+02 7.249253e+04
5.640800e+02 7.175662e+04
5.655200e+02 7.178900e+04
7.967800e+02 6.933118e+04
1.003100e+03 6.801031e+04
1.262800e+03 6.632882e+04
1.783700e+03 6.450800e+04
2.001400e+03 6.366507e+04
3.172000e+03 6.292132e+04
5.655200e+03 6.534524e+04
7.562500e+03 6.859645e+04
1.005700e+04 7.189265e+04
1.788300e+04 8.208896e+04
3.180100e+04 9.373281e+04
