1.600140e-02	2.524490e+02
2.494450e-02	3.767790e+02
3.502870e-02	5.348860e+02
5.319830e-02	7.405680e+02
8.512490e-02	1.133310e+03
1.327010e-01	1.649650e+03
2.015340e-01	2.227540e+03
3.397750e-01	3.084110e+03
5.580740e-01	3.767790e+03
7.836820e-01	4.270070e+03
1.254000e+00	5.348860e+03
2.170120e+00	7.405680e+03
3.564390e+00	1.051330e+04
6.009360e+00	1.569110e+04
1.013140e+01	2.524490e+04
1.664070e+01	3.583830e+04
2.662750e+01	5.216650e+04
3.939700e+01	6.870000e+04
5.829020e+01	9.511760e+04
9.327260e+01	1.284390e+05
1.243130e+02	1.734320e+05
1.887960e+02	2.172480e+05
3.100940e+02	3.007880e+05
6.114900e+02	3.324600e+05
1.237730e+03	3.084110e+05
1.980550e+03	2.933540e+05
3.518150e+03	2.933540e+05
6.414800e+03	2.588470e+05
1.298440e+04	2.284000e+05
2.560460e+04	2.066410e+05
5.460600e+04	1.916940e+05
8.737730e+04	1.916940e+05
