9.283200e+00	1.360248e+01
1.124700e+01	1.974174e+01
1.362600e+01	2.865093e+01
1.415900e+01	3.086634e+01
1.650800e+01	4.157966e+01
1.782500e+01	4.815612e+01
2.000000e+01	6.017294e+01
2.244000e+01	7.519662e+01
2.423100e+01	8.728096e+01
2.825100e+01	1.174364e+02
2.935600e+01	1.265167e+02
3.556600e+01	1.827643e+02
4.150100e+01	2.454161e+02
4.308900e+01	2.637947e+02
4.477400e+01	2.841002e+02
5.220300e+01	3.822855e+02
5.345900e+01	4.007589e+02
5.636800e+01	4.448135e+02
6.324600e+01	5.592574e+02
6.577400e+01	6.047155e+02
6.730100e+01	6.331298e+02
7.096300e+01	7.044847e+02
7.662400e+01	8.225641e+02
8.280400e+01	9.615743e+02
8.472700e+01	1.006646e+03
8.933700e+01	1.120444e+03
9.283200e+01	1.210260e+03
1.042400e+02	1.525929e+03
1.066700e+02	1.597099e+03
1.124700e+02	1.774050e+03
1.312400e+02	2.415566e+03
1.342800e+02	2.527234e+03
1.362600e+02	2.599860e+03
1.415900e+02	2.808637e+03
1.650800e+02	3.819864e+03
1.690500e+02	4.001101e+03
1.751100e+02	4.291391e+03
1.782500e+02	4.449093e+03
2.000000e+02	5.592031e+03
2.080000e+02	6.033112e+03
2.128300e+02	6.308552e+03
2.244000e+02	6.997975e+03
2.335100e+02	7.567130e+03
2.618500e+02	9.441826e+03
2.679300e+02	9.869139e+03
2.825100e+02	1.092868e+04
3.113900e+02	1.317266e+04
3.296500e+02	1.469178e+04
3.373100e+02	1.534563e+04
3.556600e+02	1.696106e+04
4.150100e+02	2.271941e+04
4.246400e+02	2.372392e+04
4.477400e+02	2.619365e+04
5.224600e+02	3.484718e+04
5.345900e+02	3.633127e+04
5.537400e+02	3.872022e+04
5.636800e+02	3.998805e+04
6.148500e+02	4.671697e+04
6.577400e+02	5.264721e+04
6.730100e+02	5.480112e+04
7.096300e+02	6.006959e+04
7.384200e+02	6.424818e+04
8.199200e+02	7.654132e+04
8.280400e+02	7.777681e+04
8.472700e+02	8.077620e+04
8.933700e+02	8.790086e+04
9.847000e+02	1.022065e+05
