2.000000e-02 3.625240e+03
2.420000e-02 4.376203e+03
2.940000e-02 5.303750e+03
3.560000e-02 6.407035e+03
4.310000e-02 7.738498e+03
5.220000e-02 9.350185e+03
6.330000e-02 1.131142e+04
7.660000e-02 1.365579e+04
9.280000e-02 1.649306e+04
1.125000e-01 1.992172e+04
1.363000e-01 2.403018e+04
1.651000e-01 2.895233e+04
2.000000e-01 3.484137e+04
2.423000e-01 4.188915e+04
2.936000e-01 5.029421e+04
3.557000e-01 6.023210e+04
4.309000e-01 7.202404e+04
5.220000e-01 8.577894e+04
6.325000e-01 1.018818e+05
7.662000e-01 1.203752e+05
8.157000e-01 1.264255e+05
9.283000e-01 1.406567e+05
1.087800e+00 1.592088e+05
1.124700e+00 1.631383e+05
1.362600e+00 1.874759e+05
1.450500e+00 1.952872e+05
1.650800e+00 2.120864e+05
1.934300e+00 2.327398e+05
2.000000e+00 2.368720e+05
2.423100e+00 2.607532e+05
2.579500e+00 2.677130e+05
2.935600e+00 2.825339e+05
3.439800e+00 2.976425e+05
3.556600e+00 3.000009e+05
3.739300e+00 3.042230e+05
4.308900e+00 3.128079e+05
4.587000e+00 3.160278e+05
4.986400e+00 3.187344e+05
5.220300e+00 3.204271e+05
6.116900e+00 3.215633e+05
6.324600e+00 3.209755e+05
6.649500e+00 3.205784e+05
7.662400e+00 3.172918e+05
8.157000e+00 3.150210e+05
8.867200e+00 3.115120e+05
9.283200e+00 3.093252e+05
9.612700e+00 3.077526e+05
1.087800e+01 3.004178e+05
1.124700e+01 2.984467e+05
1.182500e+01 2.953924e+05
1.281900e+01 2.900310e+05
1.362600e+01 2.858939e+05
1.450500e+01 2.815754e+05
1.576800e+01 2.758211e+05
1.650800e+01 2.726946e+05
1.709400e+01 2.703524e+05
1.934300e+01 2.619219e+05
2.000000e+01 2.597097e+05
2.102700e+01 2.563894e+05
2.279500e+01 2.510756e+05
2.423100e+01 2.471155e+05
2.579500e+01 2.431652e+05
2.804100e+01 2.380447e+05
2.935600e+01 2.352801e+05
3.039800e+01 2.331647e+05
3.439800e+01 2.258863e+05
3.556600e+01 2.239740e+05
3.739300e+01 2.211429e+05
3.921200e+01 2.185039e+05
4.053600e+01 2.166236e+05
4.308900e+01 2.132568e+05
4.587000e+01 2.098936e+05
4.986400e+01 2.055123e+05
5.220300e+01 2.032234e+05
5.228900e+01 2.031955e+05
5.405600e+01 2.015304e+05
6.116900e+01 1.954959e+05
6.324600e+01 1.939280e+05
6.649500e+01 1.915789e+05
6.972900e+01 1.894436e+05
7.208500e+01 1.879826e+05
7.662400e+01 1.853200e+05
8.157000e+01 1.826204e+05
8.867200e+01 1.791504e+05
9.283200e+01 1.773426e+05
9.298500e+01 1.772924e+05
9.612700e+01 1.759866e+05
1.046800e+02 1.726875e+05
1.087800e+02 1.711822e+05
1.124700e+02 1.698995e+05
1.182500e+02 1.680173e+05
1.240000e+02 1.662787e+05
1.281900e+02 1.650722e+05
1.362600e+02 1.629207e+05
