7.0702e-04 1.5034e+02
1.2629e-03 2.7104e+02
2.2373e-03 4.4152e+02
3.9965e-03 6.8369e+02
7.0799e-03 1.0654e+03
1.2647e-02 1.7802e+03
2.1674e-02 3.3338e+03
3.8079e-02 6.4443e+03
6.9156e-02 1.6256e+04
1.2770e-01 3.5669e+04
1.4341e-01 4.2058e+04
2.2435e-01 6.8081e+04
2.9738e-01 8.7724e+04
3.9417e-01 1.0344e+05
5.4007e-01 1.2510e+05
8.4492e-01 1.4751e+05
1.2577e+00 1.7839e+05
2.2466e+00 2.1575e+05
3.1820e+00 2.5764e+05
4.5068e+00 2.9618e+05
7.1685e+00 3.4049e+05
1.0153e+01 4.2237e+05
1.7838e+01 5.3060e+05
2.7448e+01 6.5819e+05
4.0186e+01 7.4713e+05
