6.9625e-04 1.5010e+02
1.2791e-03 2.6680e+02
2.2177e-03 4.4376e+02
3.9884e-03 6.6924e+02
7.0320e-03 1.0680e+03
1.1898e-02 1.7487e+03
2.1859e-02 3.2489e+03
3.5765e-02 6.0366e+03
4.7780e-02 1.0732e+04
6.3831e-02 1.5983e+04
9.3015e-02 2.7792e+04
1.3167e-01 3.9595e+04
2.1544e-01 6.5861e+04
3.4245e-01 9.3824e+04
5.9372e-01 1.2232e+05
1.0908e+00 1.5947e+05
1.7338e+00 2.0337e+05
2.7558e+00 2.5368e+05
4.3804e+00 3.0950e+05
8.0475e+00 3.8601e+05
1.6601e+01 5.3775e+05
3.2317e+01 6.8567e+05
6.2913e+01 9.1387e+05
