4.9849e-05 1.6359e+04
8.8310e-05 3.2641e+04
1.5515e-04 5.2171e+04
2.2342e-04 6.5541e+04
2.7259e-04 7.5347e+04
3.8608e-04 8.6619e+04
5.0334e-04 8.9976e+04
6.6717e-04 1.0213e+05
9.2941e-04 1.0882e+05
1.2319e-03 1.2669e+05
1.6060e-03 1.2669e+05
2.2006e-03 1.3328e+05
2.6407e-03 1.3845e+05
4.1312e-03 1.5129e+05
6.0484e-03 1.5916e+05
8.1511e-03 1.6744e+05
1.2336e-02 1.7393e+05
2.0967e-02 1.8767e+05
2.7791e-02 1.9743e+05
5.3046e-02 2.0508e+05
8.2988e-02 2.0770e+05
1.3645e-01 2.1575e+05
1.9977e-01 2.3279e+05
2.8768e-01 2.5119e+05
4.4266e-01 2.5764e+05
6.2696e-01 2.7449e+05
9.1793e-01 3.1159e+05
