2.0609e-01 2.9217e+00
3.3163e-01 6.2816e+00
4.9455e-01 1.0755e+01
7.3751e-01 1.9196e+01
1.2096e+00 3.4245e+01
2.0609e+00 6.3694e+01
3.5787e+00 1.0459e+02
6.9659e+00 2.0272e+02
1.2806e+01 3.9292e+02
2.1004e+01 7.6155e+02
3.8619e+01 1.8155e+03
7.3756e+01 5.5488e+03
1.0387e+02 1.0111e+04
1.6402e+02 2.2657e+04
3.2539e+02 4.9716e+04
7.8091e+02 1.1366e+05
1.5492e+03 1.6482e+05
3.5785e+03 2.3900e+05
9.6272e+03 3.0591e+05
2.2238e+04 3.6058e+05
5.3370e+04 4.2501e+05
1.2806e+05 5.0096e+05
2.6394e+05 5.4363e+05
