2.0221e+01 2.1989e+02
3.1923e+01 5.6951e+02
5.4388e+01 1.6703e+03
9.6272e+01 5.1050e+03
1.5787e+02 1.3225e+04
2.9027e+02 3.1528e+04
6.0968e+02 7.5145e+04
1.2328e+03 1.3970e+05
3.7171e+03 2.3405e+05
9.2662e+03 2.9971e+05
2.1817e+04 3.7584e+05
6.9663e+04 4.6153e+05
2.1817e+05 5.6676e+05
