2.6032e-03 3.3986e+02
3.3970e-03 4.9340e+02
3.9847e-03 8.4489e+02
5.2808e-03 1.2255e+03
6.3856e-03 2.0077e+03
9.0615e-03 3.3978e+03
9.9197e-03 4.7830e+03
1.4138e-02 7.3995e+03
1.6626e-02 9.6962e+03
2.4199e-02 1.7993e+04
2.6297e-02 2.1208e+04
3.7644e-02 4.2179e+04
4.5394e-02 5.1416e+04
6.1179e-02 8.6457e+04
7.1203e-02 1.0585e+05
9.4776e-02 1.4873e+05
1.4614e-01 2.6194e+05
1.6924e-01 2.9682e+05
2.0818e-01 3.5148e+05
2.8315e-01 4.4566e+05
4.1497e-01 5.4664e+05
5.9511e-01 6.4387e+05
8.5733e-01 7.1532e+05
1.1568e+00 7.7660e+05
1.6291e+00 8.2928e+05
2.4748e+00 9.0615e+05
3.5116e+00 9.6405e+05
4.8738e+00 1.0153e+06
6.6636e+00 1.0375e+06
9.9667e+00 1.1215e+06
1.4345e+01 1.1293e+06
1.9611e+01 1.1519e+06
2.8138e+01 1.1811e+06
3.8265e+01 1.1880e+06
6.0870e+01 1.2627e+06
1.0299e+02 1.3071e+06
1.6638e+02 1.3574e+06
