2.5246e-03 2.5340e+01
3.1718e-03 3.9564e+01
3.7931e-03 5.3248e+01
4.5030e-03 7.8959e+01
5.3877e-03 1.1410e+02
6.3241e-03 1.5682e+02
7.6489e-03 2.2351e+02
9.9312e-03 3.8833e+02
1.2677e-02 6.0007e+02
1.5413e-02 8.4840e+02
1.9050e-02 1.2891e+03
2.3917e-02 1.8336e+03
3.0535e-02 2.8074e+03
3.8958e-02 3.9582e+03
5.0524e-02 5.8264e+03
6.6298e-02 7.9378e+03
9.2045e-02 1.1521e+04
1.3143e-01 1.5714e+04
1.8756e-01 1.9597e+04
2.6760e-01 2.3834e+04
3.8171e-01 2.7829e+04
5.4440e-01 3.1989e+04
7.7623e-01 3.5019e+04
1.1070e+00 3.9573e+04
1.5784e+00 4.3541e+04
2.2502e+00 4.6580e+04
3.2083e+00 5.0676e+04
4.5744e+00 5.5271e+04
6.5223e+00 6.0618e+04
9.3008e+00 6.7624e+04
1.3262e+01 7.5284e+04
1.8915e+01 8.4217e+04
2.6977e+01 9.6828e+04
3.8994e+01 1.1138e+05
5.5886e+01 1.2803e+05
8.4217e+01 1.4494e+05
1.3763e+02 1.7199e+05
2.1847e+02 1.9266e+05
3.3690e+02 2.0975e+05
4.7643e+02 2.3174e+05
9.8130e+02 3.0381e+05
2.0807e+03 4.0402e+05
3.5019e+03 5.3765e+05
5.1004e+03 6.3797e+05
8.1059e+03 8.7398e+05
