1.0037e-03 3.5132e+02
1.5171e-03 5.3003e+02
2.1802e-03 7.5718e+02
3.1718e-03 1.1028e+03
4.2865e-03 1.5035e+03
6.5133e-03 2.1953e+03
9.1496e-03 2.9978e+03
1.3014e-02 4.2005e+03
1.8353e-02 5.6079e+03
2.5480e-02 7.4268e+03
3.7385e-02 9.6583e+03
5.3333e-02 1.1893e+04
7.6050e-02 1.3829e+04
1.5456e-01 1.6402e+04
2.2024e-01 1.7258e+04
3.1391e-01 1.8442e+04
4.4730e-01 1.8403e+04
6.3738e-01 1.8793e+04
9.0824e-01 1.9861e+04
1.3240e+00 2.1832e+04
1.8587e+00 2.3426e+04
2.5067e+00 2.4132e+04
3.7248e+00 2.7880e+04
6.8077e+00 3.3994e+04
9.6095e+00 3.9174e+04
1.6114e+01 4.5772e+04
1.9147e+01 4.9831e+04
2.9895e+01 6.0772e+04
4.8018e+01 7.2028e+04
8.7781e+01 9.0365e+04
1.7738e+02 1.1174e+05
2.4322e+02 1.2337e+05
4.0225e+02 1.5700e+05
6.5584e+02 1.9980e+05
9.9449e+02 2.3351e+05
1.9275e+03 3.4253e+05
2.9662e+03 4.1773e+05
4.1295e+03 5.0957e+05
6.0898e+03 6.4863e+05
